ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT3G23010.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	5
AT3G23020.1	18	115	68	125	107	62	76	94	57	93	79	71	11	123	160	122	27	146	155	185	233	194	253	145	160	163	166
AT3G23030.1	269	1569	1037	504	406	531	486	483	419	461	268	360	61	231	406	263	35	277	405	312	281	206	276	193	174	135	229
AT3G23040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G23050.1	13	2	1	1	2	5	2	1	18	1	0	2	1	2	0	0	0	3	113	1	1	1	2	4	9	15	21
AT3G23060.1	0	0	0	0	0	0	1	0	2	0	0	2	1	1	0	4	0	4	1	4	0	0	2	1	7	2	5
AT3G23070.1	86	328	143	208	161	144	200	193	133	204	127	106	47	234	306	290	68	370	543	401	388	462	619	327	517	394	399
AT3G23080.1	30	113	69	110	98	93	196	259	178	393	288	337	66	311	428	348	69	304	240	184	208	253	264	154	231	174	176
AT3G23090.1	215	653	373	249	204	262	151	151	115	131	72	97	13	47	116	23	5	16	57	33	18	12	12	16	1	5	6
AT3G23100.1	25	80	62	82	69	66	62	65	55	140	102	153	53	129	264	170	35	165	279	259	200	251	313	216	243	183	200
AT3G23110.1	0	0	6	0	0	2	0	0	1	5	1	1	0	3	0	1	2	5	24	1	1	3	2	0	2	4	14
AT3G23120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	2	1	5	27
AT3G23130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23150.1	15	72	33	65	52	46	110	111	52	133	114	119	54	271	450	270	61	271	264	281	284	690	810	444	469	384	304
AT3G23160.1	1	18	5	19	23	21	27	43	31	60	52	40	26	97	126	98	20	107	99	86	102	188	240	122	184	152	156
AT3G23165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23167.1	0	2	1	0	1	0	0	1	54	3	1	2	0	0	8	0	0	1	2	0	5	2	1	4	2	2	4
AT3G23170.1	35	244	137	146	129	179	114	109	110	600	267	443	57	197	436	197	20	149	270	266	170	156	198	186	158	143	98
AT3G23171.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23172.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23175.1	286	846	473	520	429	435	631	627	510	220	194	202	66	214	552	368	61	273	486	472	321	163	190	146	55	35	34
AT3G23180.1	99	279	157	294	284	278	427	521	388	499	358	417	117	433	978	704	124	709	565	471	372	440	444	360	338	304	304
AT3G23190.1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AT3G23200.1	1	6	3	3	2	3	3	5	2	22	19	16	5	25	36	26	4	30	27	26	27	28	31	20	29	13	23
AT3G23210.1	27	114	55	57	45	49	47	49	29	107	74	74	25	103	186	86	13	87	98	92	76	153	154	97	117	113	127
AT3G23220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23230.1	0	0	0	0	0	1	0	0	0	3	1	4	0	2	2	1	0	1	2	0	0	1	3	2	0	0	0
AT3G23240.1	4	20	11	23	16	23	1	6	1	22	18	23	5	11	16	13	0	13	65	41	68	21	53	41	12	6	3
AT3G23245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23250.1	0	2	0	0	2	0	1	0	1	97	22	90	16	79	144	112	15	84	47	44	103	6	3	26	84	93	71
AT3G23255.2	79	221	80	204	153	150	201	283	192	144	131	148	45	175	302	225	28	227	376	379	286	400	397	333	347	253	324
AT3G23260.1	25	179	108	92	64	83	75	78	67	93	39	63	19	53	76	32	5	43	90	74	65	81	85	43	39	28	36
AT3G23270.1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23280.1	177	666	307	483	467	485	589	619	479	1902	1341	1476	271	1449	2300	1109	291	1286	797	684	565	782	809	497	621	365	454
AT3G23290.2	1	8	7	9	9	8	4	4	5	12	10	10	3	12	20	10	4	15	75	13	9	15	11	11	20	9	11
AT3G23300.1	172	721	278	440	412	423	524	560	470	645	431	439	152	670	1048	619	128	756	805	614	563	858	880	591	792	549	581
AT3G23310.1	80	321	154	204	176	199	201	203	157	294	174	231	62	251	428	249	59	294	405	340	284	367	460	288	342	240	311
AT3G23320.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
AT3G23325.1	109	280	197	189	131	163	124	128	75	497	260	425	102	287	724	371	61	406	370	293	213	390	363	363	293	339	362
AT3G23330.1	6	60	29	46	42	39	57	41	34	59	53	50	16	49	110	77	13	84	141	127	140	135	182	101	128	92	92
AT3G23340.1	765	2015	1175	1468	1205	1369	1348	1542	1219	1376	867	1027	207	1017	1856	748	170	906	978	1005	777	695	847	561	531	361	414
AT3G23350.1	6	28	10	11	10	12	23	27	20	1	3	3	1	1	4	2	0	1	0	0	2	2	0	0	1	0	0
AT3G23360.1	0	0	0	0	0	1	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23370.1	4	30	16	20	12	16	15	27	12	59	44	50	18	75	160	127	21	126	174	163	131	229	263	177	204	152	159
AT3G23380.1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23390.1	134	179	104	321	239	266	306	317	279	1267	937	1110	596	1523	3402	2582	476	2706	2864	2366	1868	3999	4249	3704	4391	4505	5273
AT3G23400.1	172	626	290	559	522	549	809	896	674	388	288	361	120	419	766	534	106	597	750	557	522	545	595	431	519	409	543
AT3G23410.1	2	1	0	2	0	7	4	7	15	3	4	1	0	5	12	10	2	18	75	13	24	34	30	10	23	20	27
AT3G23420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT3G23430.1	3	7	4	0	4	2	3	2	16	9	11	3	2	8	6	13	4	34	79	7	6	65	52	22	90	29	50
AT3G23440.1	3	42	20	36	19	22	28	26	25	106	85	76	17	73	162	51	10	45	43	58	45	46	44	26	47	23	31
AT3G23450.1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	66	2	5	1	6	1	7	16	21
AT3G23460.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23470.1	14	5	2	1	2	2	7	1	4	1	1	3	2	8	25	63	10	70	7	15	8	66	56	26	90	58	72
AT3G23480.2	22	85	24	51	54	56	66	98	72	31	12	17	4	11	34	23	4	24	44	15	21	17	17	15	26	20	10
AT3G23490.1	1932	5196	2893	3436	3111	3160	3559	4131	2771	3043	2205	2680	754	2185	5602	2978	526	2818	5140	4370	3492	3097	3455	3146	2312	2313	2868
AT3G23510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	2	1	2	1	8
AT3G23530.1	13	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	10	268	0	2	1	7	12	12	5	19
AT3G23540.1	220	725	366	520	536	528	642	724	526	785	568	704	149	763	1192	473	120	634	649	589	623	646	722	431	521	328	363
AT3G23550.1	16	69	16	28	30	38	47	52	42	57	44	45	15	82	122	45	21	81	54	40	23	60	51	48	39	25	27
AT3G23560.1	427	1735	721	1365	1175	1255	1728	1838	1514	2408	1455	1925	663	2658	4808	2239	522	2251	1213	1337	1081	1944	2146	1399	1373	853	898
AT3G23570.1	772	1935	1239	1542	1532	1390	2185	2209	1661	1219	868	1091	457	1492	3492	2566	361	2218	1832	1727	1632	2069	2126	1953	2125	1972	2040
AT3G23580.1	1071	3281	1503	1939	1506	1780	1711	1787	1485	2188	1361	1826	567	2139	4226	2383	488	2719	1539	1432	1151	2194	2125	1597	1835	1364	1526
AT3G23590.1	46	262	74	116	125	146	171	169	149	239	151	194	60	272	432	256	62	352	361	328	305	500	512	310	453	258	309
AT3G23600.1	140	342	206	195	240	222	181	236	216	487	319	396	105	381	886	586	82	522	912	683	547	885	945	815	999	934	1090
AT3G23605.1	37	231	137	224	202	218	192	221	161	551	377	502	109	430	942	496	97	418	319	264	211	411	472	337	390	400	417
AT3G23610.3	13	40	16	31	21	34	33	33	27	30	18	26	5	23	38	16	5	30	37	30	21	69	87	46	63	52	63
AT3G23620.1	219	711	428	654	635	624	607	669	526	1740	1185	1499	469	1626	3680	2156	469	2356	1812	1627	1349	2448	2528	2055	2089	1748	2126
AT3G23630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23635.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23640.1	121	411	154	266	287	240	432	507	390	256	213	185	62	334	580	362	123	401	1071	1182	1129	1362	1381	831	983	513	693
AT3G23650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23660.2	33	87	36	95	91	85	120	124	124	234	166	192	42	170	292	136	36	175	249	182	163	277	288	169	277	179	207
AT3G23670.1	40	225	78	81	83	64	70	82	65	86	58	67	6	41	36	14	2	23	230	9	13	14	17	20	10	3	7
AT3G23680.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23690.1	105	330	157	265	269	302	299	338	268	377	279	352	84	332	574	293	65	320	419	359	315	418	406	289	351	222	282
AT3G23700.1	17	71	42	93	68	84	144	170	159	113	81	91	39	179	302	257	42	402	497	158	132	366	401	260	436	268	314
AT3G23710.1	158	531	245	476	406	374	492	590	413	634	437	546	170	626	1206	734	152	819	514	507	424	736	779	562	606	432	512
AT3G23715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G23727.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23730.1	30	2	0	2	0	0	0	0	0	17	14	10	23	88	164	364	78	404	179	148	110	340	230	214	548	440	460
AT3G23740.1	2	0	0	0	0	1	0	0	0	1	3	2	1	4	4	1	0	10	33	5	11	33	33	24	40	27	34
AT3G23750.1	33	235	125	165	205	153	223	247	190	405	357	333	90	424	568	370	94	462	472	383	380	577	637	390	524	347	394
AT3G23760.1	6	9	2	9	5	3	6	15	7	12	2	5	2	6	10	13	4	23	76	14	8	26	25	28	42	63	72
AT3G23770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23780.1	41	249	94	180	207	171	281	314	281	88	57	59	37	188	204	223	43	253	676	674	719	773	777	503	546	310	450
AT3G23790.1	968	2723	1232	1846	1879	1851	2638	2679	2094	1001	779	894	294	1277	1972	1066	294	1336	1000	1067	948	1707	1945	1099	1616	956	1153
AT3G23800.1	37	46	8	22	16	25	37	40	33	10	1	6	5	14	28	80	10	61	37	96	91	635	528	368	769	580	655
AT3G23805.1	2	2	1	1	1	1	1	0	1	8	1	3	2	3	8	7	0	4	46	21	15	21	20	22	29	39	40
AT3G23810.1	23	5	0	5	1	2	2	0	17	5	4	6	3	17	18	14	1	101	1414	15	36	7	14	57	104	111	276
AT3G23820.1	14	28	13	13	10	34	42	24	27	36	17	17	10	39	60	83	11	96	485	74	110	188	148	93	257	177	416
AT3G23830.1	68	158	98	293	288	255	239	317	236	295	227	268	242	596	1448	1237	228	1421	3177	3086	2218	4270	4277	3451	3303	3208	3700
AT3G23840.1	0	8	0	0	1	2	2	1	5	3	3	3	0	2	4	3	1	1	30	2	1	1	3	3	2	1	5
AT3G23850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
AT3G23870.1	2	3	0	0	1	3	0	0	1	3	2	1	0	0	0	1	0	0	4	0	1	2	0	1	4	1	5
AT3G23880.1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	6	5	4	5	8	6	10	35	30	15	36	37	33
AT3G23890.1	3	0	1	0	0	0	0	2	3	1	3	0	0	9	6	2	0	27	484	2	4	9	20	17	17	4	6
AT3G23900.1	265	1140	515	771	780	722	1055	1118	853	980	762	892	190	941	1489	713	197	851	972	830	849	1065	1270	843	982	617	744
AT3G23910.1	179	620	253	541	434	485	894	839	737	506	372	465	125	576	1109	702	181	788	656	653	490	794	855	625	826	565	641
AT3G23920.1	3015	17628	8793	14786	12925	13116	19460	20860	16793	5472	3770	4231	610	3156	4550	1915	358	1792	1712	1533	1477	1208	1536	1093	1051	714	826
AT3G23930.1	0	4	1	6	4	0	1	4	2	1	0	0	1	0	0	1	0	1	5	1	5	4	4	1	3	7	7
AT3G23940.1	339	943	469	674	678	661	833	769	612	617	519	526	192	823	1228	971	232	1124	1728	1413	1304	2101	2367	1357	1822	1063	1346
AT3G23950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G23955.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	2	0	1	0	0	1
AT3G23960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23970.1	1	2	0	2	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23980.1	194	711	301	486	484	525	611	674	561	995	713	832	185	897	1418	637	163	707	902	814	788	1033	1106	664	800	526	691
AT3G23990.1	661	1068	597	988	1205	954	1766	1977	1379	2554	2430	2365	707	3087	4826	3746	794	3940	3648	2716	3279	5436	5094	3584	4283	3637	4494
AT3G24000.1	14	122	60	113	89	68	118	123	110	162	107	144	35	149	284	232	35	243	381	376	336	502	539	370	551	360	463
AT3G24010.1	141	307	179	190	187	151	217	231	169	321	254	302	76	270	522	283	47	329	362	312	303	336	414	304	288	270	274
AT3G24020.1	6	40	12	39	17	26	40	33	30	17	8	12	7	18	24	11	2	16	18	15	21	12	21	16	14	8	12
AT3G24030.1	32	108	63	114	73	87	200	158	145	140	86	112	34	159	250	193	31	167	186	120	136	159	190	146	182	131	149
AT3G24040.1	2	17	5	11	9	16	18	20	10	63	54	44	21	55	88	84	22	115	194	134	142	233	276	141	248	150	179
AT3G24050.1	23	131	87	113	107	132	130	139	107	780	456	626	130	494	882	431	94	398	368	312	253	486	520	393	419	358	383
AT3G24060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G24065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24068.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	1	0	0	0	0	1	1	0	1	0
AT3G24070.1	374	2696	1561	1533	1249	1322	1330	1249	1089	1640	882	1131	206	939	1446	658	115	605	750	837	704	613	834	453	422	309	367
AT3G24080.1	60	494	258	512	402	307	473	431	314	1363	786	781	362	1974	2094	1657	373	2059	1509	1746	1589	1669	2919	1607	2162	1843	1684
AT3G24090.1	48	216	104	136	136	148	153	157	136	109	82	88	20	87	92	72	21	71	81	88	79	117	117	82	123	98	107
AT3G24093.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G24100.1	114	270	181	518	386	401	769	708	594	898	501	732	275	977	2058	1414	267	1291	770	701	515	749	905	793	860	810	971
AT3G24110.1	10	23	23	10	15	18	21	15	23	7	5	4	1	6	0	1	1	2	4	0	1	2	5	1	1	0	2
AT3G24120.2	204	660	321	466	439	419	492	461	351	358	285	325	103	406	746	459	67	438	428	472	323	467	561	361	452	331	421
AT3G24130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24140.1	0	2	0	0	5	4	4	2	2	2	10	4	4	15	18	6	1	9	61	7	8	10	11	8	10	7	11
AT3G24150.1	252	1124	616	604	568	616	398	436	281	663	443	564	139	529	864	402	77	488	445	343	321	356	389	290	258	165	242
AT3G24160.1	756	2257	1055	1443	1098	1324	1380	1528	1139	1886	1180	1413	349	1482	2448	1496	286	1478	1425	1234	1092	1572	1594	1077	1291	897	1119
AT3G24170.1	840	1912	865	1009	1007	995	1446	1445	1216	4374	2830	3452	787	3330	5038	2809	569	2984	2271	2086	2255	2224	2485	1644	1939	1350	1452
AT3G24180.1	632	3186	1319	2533	2967	2912	3888	4358	3509	2913	2178	2332	454	2374	3472	1812	510	2271	3228	3608	3249	3620	4172	2532	2931	1668	2081
AT3G24190.1	280	1048	424	677	671	670	943	942	815	249	203	198	66	342	510	276	65	368	756	732	634	656	744	448	470	263	375
AT3G24200.2	451	1834	843	1141	1004	1094	1402	1494	1118	1245	869	984	219	871	1588	783	190	898	1090	1073	916	1101	1104	763	881	541	683
AT3G24210.1	1	16	22	8	7	18	9	7	6	18	14	10	3	8	28	5	1	3	8	6	5	8	7	1	13	5	6
AT3G24216.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24220.1	10	90	37	41	43	39	48	42	46	15	14	13	1	10	32	9	1	7	17	8	8	6	8	5	8	3	4
AT3G24225.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1
AT3G24230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24240.1	4	3	4	26	23	37	68	74	73	112	110	62	48	219	250	592	134	717	277	400	460	1533	1507	754	1656	876	1083
AT3G24250.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24255.1	38	138	56	155	98	112	160	190	188	132	106	106	31	148	299	213	44	247	210	188	143	254	239	168	251	152	215
AT3G24260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24270.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24280.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G24290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24300.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
AT3G24310.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G24315.1	102	332	165	204	232	237	311	371	235	328	270	312	76	239	646	290	55	287	322	265	235	312	275	309	366	303	415
AT3G24320.1	35	142	84	138	119	131	232	233	186	199	174	146	41	245	378	227	68	312	476	468	419	611	634	383	435	276	335
AT3G24330.1	1	3	8	3	1	0	3	4	1	5	3	2	0	1	0	1	0	2	0	1	0	3	1	2	1	1	2
AT3G24340.1	14	130	59	64	50	39	24	24	27	85	62	47	15	60	92	45	8	49	60	28	47	31	39	43	26	33	27
AT3G24350.2	55	184	97	158	123	168	152	153	145	611	416	537	98	435	840	273	47	280	300	195	203	297	257	211	214	190	237
AT3G24360.1	1	0	2	4	3	2	0	2	0	0	0	0	0	2	0	1	0	3	8	2	0	5	0	1	4	4	2
AT3G24420.1	1	0	2	0	0	5	2	3	8	60	8	65	19	80	108	83	16	78	28	31	39	16	20	12	50	41	37
AT3G24430.1	274	614	306	365	341	334	435	502	359	555	252	305	99	374	486	326	79	392	723	375	409	561	615	375	552	414	559
AT3G24440.1	5	42	14	23	28	31	28	37	36	220	138	174	52	243	330	219	39	239	236	209	164	408	434	226	298	231	265
AT3G24450.1	3	2	0	5	2	4	2	5	3	1	1	0	0	0	0	1	0	1	9	8	6	9	7	3	8	5	10
AT3G24460.1	1	2	0	1	0	2	1	1	3	1	1	0	0	0	0	2	0	1	8	2	1	1	1	1	12	3	6
AT3G24465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24480.1	1	2	1	3	6	2	6	3	3	15	19	12	2	38	22	25	10	61	222	50	61	129	120	59	109	34	71
AT3G24490.1	45	382	201	243	224	209	311	241	190	628	359	415	142	552	730	486	91	415	680	849	598	589	900	534	549	503	520
AT3G24495.1	2	22	10	9	20	7	15	21	13	38	34	22	7	42	56	51	14	69	130	93	93	137	162	87	169	79	102
AT3G24500.1	129	796	490	1117	1011	900	2503	2663	1847	2914	1736	2754	277	986	2642	892	123	865	353	315	342	251	385	371	236	167	223
AT3G24503.1	790	2544	1148	1434	1430	1364	1881	2040	1528	1188	928	955	286	1104	1794	1219	232	1291	1959	1746	1570	1487	1581	1085	1135	793	923
AT3G24506.1	44	217	98	239	191	172	268	257	210	499	338	391	116	462	796	609	112	533	604	445	350	621	703	526	640	581	603
AT3G24508.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24510.1	0	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24513.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G24515.1	3	10	4	10	4	9	10	17	7	26	11	14	6	16	30	28	1	15	52	44	35	41	44	36	48	53	61
AT3G24516.1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	0	0	3	0	0	1	0	0
AT3G24517.1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	3	1	7	5	1	1	1	1
AT3G24520.1	102	600	261	529	486	429	430	462	354	673	562	537	176	743	1244	734	154	920	684	619	656	518	644	411	512	318	415
AT3G24530.1	10	42	24	32	25	34	17	25	23	175	99	124	41	144	242	132	31	134	169	102	104	221	206	152	210	136	143
AT3G24535.1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
AT3G24540.1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
AT3G24542.1	0	3	3	3	3	9	2	4	3	8	7	3	1	9	10	9	1	16	24	18	22	20	20	14	27	21	24
AT3G24550.1	68	263	134	223	240	199	212	198	191	522	382	424	114	662	778	425	108	574	530	403	420	634	643	396	606	360	349
AT3G24560.2	10	60	25	49	25	25	25	63	38	52	35	34	12	79	98	74	16	126	143	120	101	207	207	115	214	105	138
AT3G24570.1	50	179	110	151	98	105	112	120	91	194	120	153	53	185	434	223	48	280	298	278	228	370	337	292	405	282	415
AT3G24580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24590.1	72	295	139	237	207	260	314	324	267	480	288	388	98	356	656	472	99	512	510	344	298	469	485	350	419	357	403
AT3G24600.1	6	41	26	28	31	34	48	50	45	24	14	17	3	21	42	5	5	5	5	2	3	9	4	3	2	2	3
AT3G24610.1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0
AT3G24620.1	0	2	3	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24630.1	12	40	27	53	46	55	57	58	54	44	34	28	11	56	68	60	11	67	107	98	82	81	110	69	117	94	93
AT3G24640.1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	1	5	2	1	5	0
AT3G24650.1	503	3002	1165	1993	2039	2028	2027	1948	1864	2737	2427	2254	694	4015	4982	2764	764	4117	4063	4515	4475	5311	5868	3191	4182	1961	2300
AT3G24660.1	2	5	9	13	9	18	16	18	14	14	8	14	5	28	36	43	9	52	173	133	99	237	238	164	250	194	204
AT3G24670.1	31	110	42	83	76	70	69	87	58	118	67	98	22	94	190	89	20	102	128	126	97	137	142	109	136	83	107
AT3G24690.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24710.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24715.1	5	20	6	14	11	9	14	16	28	2	3	4	2	9	4	3	2	8	7	1	5	7	6	2	12	5	4
AT3G24730.1	230	565	324	325	290	318	377	362	259	549	330	470	104	309	748	430	76	425	509	460	297	401	436	373	340	331	436
AT3G24740.1	391	2016	960	1330	1132	1122	1425	1528	1216	953	513	735	156	700	1094	420	108	525	581	592	462	701	769	449	465	275	331
AT3G24750.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	1	2	0	0	1	0	0
AT3G24760.1	10	33	14	19	14	16	23	27	24	39	29	30	5	33	44	24	2	38	80	48	34	48	39	32	41	24	20
AT3G24770.1	1	0	0	0	0	0	0	0	0	6	0	3	1	4	4	12	2	15	99	14	20	18	25	30	78	63	67
AT3G24780.1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	1
AT3G24790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24800.1	345	1427	691	948	749	843	1012	947	869	1291	791	933	214	903	1366	670	150	789	515	518	394	541	618	386	461	295	348
AT3G24810.1	36	235	134	143	134	146	112	118	91	141	88	97	28	97	182	86	14	73	109	94	80	117	163	90	93	87	81
AT3G24820.1	60	191	104	90	111	147	121	115	79	155	87	142	34	88	198	108	17	107	174	170	120	142	141	107	109	107	125
AT3G24830.1	440	1125	520	1415	1248	999	1339	1510	1069	3860	2666	3344	1465	4025	9212	6952	1237	7167	8257	7252	5565	10703	10924	9392	11107	10653	12861
AT3G24840.1	6	17	12	16	12	11	11	9	13	49	25	44	5	30	40	27	6	34	55	24	24	37	41	17	35	16	27
AT3G24850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
