ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT2G43540.1	496	572	433	825	144	763	963	699	1006	920	709	615	752	949	585	196	886	1331	541	663	567	641	209	1406	980	797	772
AT2G43550.1	8	6	3	3	2	15	1	1	2	251	5	4	3	6	6	1	1	2	1	5	8	1	3	8	1	0	0
AT2G43560.1	41	66	34	9	3	45	7	6	5	285	18	16	7	9	4	11	3	13	36	20	52	13	2	28	5	6	12
AT2G43570.1	452	426	397	318	55	212	234	211	246	305	319	437	233	253	101	42	87	223	237	247	257	213	48	386	134	173	130
AT2G43580.1	63	42	40	416	60	313	474	440	549	479	410	295	644	872	541	276	820	1534	223	209	175	444	128	838	835	684	655
AT2G43590.1	7518	7602	8067	2923	352	1741	311	245	335	4327	5434	8442	5922	7038	2687	1239	4012	6802	1060	1235	2284	3246	851	6484	1374	1402	1174
AT2G43600.1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43610.1	27	21	34	7	1	9	0	1	0	20	7	19	3	3	0	0	0	0	2	8	6	4	0	2	0	0	0
AT2G43620.1	43	101	72	31	1	19	1	0	1	19	24	33	9	16	1	0	3	0	2	6	20	23	1	16	0	3	0
AT2G43630.1	928	921	833	1106	230	1071	775	624	883	970	776	633	1055	1342	880	175	461	824	1016	1000	736	1035	311	2226	675	572	570
AT2G43640.1	306	310	286	335	45	322	182	161	183	300	236	191	276	365	227	122	159	245	302	334	245	284	87	550	215	188	138
AT2G43650.1	1823	1457	1303	1600	390	2137	1094	793	973	1668	1576	1496	1236	1546	1193	454	687	1357	2266	2650	1627	1891	405	2716	1028	793	892
AT2G43660.2	18	29	28	8	2	5	0	0	0	5	1	3	0	3	2	0	0	2	6	14	5	2	0	4	0	1	0
AT2G43670.1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43680.1	2750	1863	1382	1988	483	2685	1397	1196	1397	2924	2808	2742	1684	2093	1706	329	888	2281	3366	3636	2376	2746	515	3872	1425	1164	1319
AT2G43690.1	143	118	93	26	5	34	33	19	32	119	124	102	26	23	26	7	7	16	168	186	122	28	8	34	7	31	16
AT2G43700.1	101	81	56	103	20	77	24	47	46	104	95	77	74	104	54	9	19	53	107	94	75	72	23	106	32	22	29
AT2G43710.2	561	442	308	537	108	655	353	311	420	1391	1196	1005	458	639	458	198	466	891	636	734	545	449	118	736	443	395	412
AT2G43720.1	259	268	257	417	76	413	159	121	166	268	236	158	297	344	242	54	108	191	294	323	293	328	109	698	181	154	132
AT2G43730.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G43740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0
AT2G43745.1	308	299	312	225	42	249	266	203	321	493	342	284	215	343	205	174	398	706	416	486	290	286	74	457	459	319	290
AT2G43750.1	1761	1671	1338	1112	209	1203	1115	913	1257	2155	1795	1488	1138	1434	960	914	1314	2877	2131	2108	1499	1278	321	2366	1640	1248	1280
AT2G43760.1	625	644	547	865	170	822	968	756	982	799	675	610	911	965	590	229	1000	1862	661	798	587	765	235	1738	1180	982	936
AT2G43770.1	845	761	629	884	166	1014	729	633	805	768	713	579	585	856	565	151	483	997	958	983	714	747	216	1352	754	649	579
AT2G43780.1	699	669	572	768	125	755	498	429	512	1128	973	641	660	762	490	198	777	1310	728	877	750	603	203	1266	826	723	592
AT2G43790.1	808	663	503	903	194	927	1028	943	1167	821	685	604	1098	1405	933	406	836	1980	898	1028	692	1193	280	1822	1152	1066	955
AT2G43795.2	15	12	17	16	4	15	21	19	30	14	9	7	13	29	18	4	24	36	15	18	8	22	10	24	38	26	21
AT2G43800.1	260	155	147	80	16	106	54	41	52	302	97	74	27	31	24	5	7	29	269	228	138	84	10	86	32	27	28
AT2G43810.1	790	759	592	667	137	749	334	275	341	666	592	414	544	669	431	178	309	543	822	801	665	547	143	1130	421	357	303
AT2G43820.1	840	598	492	2562	430	2522	5939	4545	5872	659	591	620	4933	5266	3497	1406	5601	11058	880	1300	980	5627	1034	8814	6783	5593	5206
AT2G43840.2	17	20	20	10	2	25	6	4	11	13	6	9	7	7	5	0	5	13	26	21	17	18	3	12	5	8	3
AT2G43850.1	28	29	16	16	7	35	19	11	31	76	39	45	49	52	34	3	5	11	39	48	33	30	6	54	7	10	9
AT2G43860.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
AT2G43865.1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
AT2G43870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AT2G43871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G43900.1	342	234	165	154	47	214	429	370	415	362	314	340	247	254	215	105	299	712	335	416	237	248	39	376	395	408	403
AT2G43910.2	33	39	38	0	0	15	0	0	0	240	4	3	0	0	2	9	0	0	25	15	21	1	0	0	0	0	0
AT2G43920.1	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43930.1	71	67	58	68	15	87	341	227	341	115	95	85	81	97	57	155	180	418	126	131	107	107	33	182	272	272	201
AT2G43940.1	153	107	124	83	14	94	27	24	13	154	113	80	52	70	58	15	15	19	181	162	153	74	16	184	21	24	27
AT2G43945.1	179	159	136	166	52	266	138	106	118	308	124	110	211	206	136	38	53	99	227	228	155	234	52	342	117	85	93
AT2G43950.1	1094	808	672	1393	289	1683	1850	1671	2036	1382	1267	1013	1789	2200	1457	989	1679	3457	1263	1365	953	1747	438	2980	2225	1900	1763
AT2G43960.1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43970.1	13929	10314	7785	6891	1618	9110	7170	5893	6911	14904	15515	14363	5603	6701	5590	1947	3814	8358	15604	18282	11102	9080	1812	13266	5650	5197	5783
AT2G43980.1	475	432	332	402	91	396	304	281	395	474	456	337	271	333	235	94	121	272	504	556	407	311	72	616	209	220	237
AT2G43990.1	52	50	24	29	4	29	8	13	19	63	35	42	13	25	15	1	6	12	46	51	39	20	6	24	3	10	11
AT2G44000.1	0	1	0	0	0	0	1	0	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G44010.1	0	0	0	0	0	0	1	0	0	2	3	2	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1
AT2G44020.1	365	373	284	365	70	370	268	234	305	345	339	257	297	370	235	39	155	356	366	442	328	309	75	592	238	218	222
AT2G44030.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G44040.1	683	641	523	401	74	496	193	123	219	659	428	294	316	352	242	148	187	364	666	668	526	289	100	576	218	220	255
AT2G44050.1	1026	929	854	565	100	612	332	305	425	856	675	623	190	211	172	149	175	332	979	1023	712	349	114	696	291	290	278
AT2G44060.1	426	426	347	153	29	167	171	151	178	535	192	212	96	107	67	45	68	117	284	266	222	78	34	166	81	129	84
AT2G44065.1	1028	988	813	876	139	807	484	410	509	884	728	649	418	531	367	72	200	459	990	1078	809	560	163	1066	370	290	316
AT2G44070.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44080.1	469	361	255	476	74	388	159	124	170	349	331	266	270	352	194	121	251	566	541	557	357	382	117	682	327	261	234
AT2G44090.1	502	400	319	279	76	323	175	189	196	542	501	410	276	334	240	43	129	293	635	624	383	325	63	492	168	145	151
AT2G44100.1	4071	3153	2613	4949	1033	5359	6335	5114	6784	5414	5336	4417	4537	6073	4086	3170	4162	9639	4772	5074	3702	5261	1205	8934	6631	5506	5110
AT2G44110.2	0	0	0	0	0	1	0	2	3	1	0	0	2	2	0	2	4	8	0	0	0	2	0	0	5	3	3
AT2G44120.2	9576	10092	8405	5215	935	5666	1237	992	1196	7181	6429	5231	2311	2895	1871	316	580	1066	9122	8695	7234	3316	1033	6948	1244	1079	995
AT2G44130.1	54	59	38	44	14	52	72	95	54	97	62	52	65	82	50	8	43	83	42	58	42	50	6	92	49	50	39
AT2G44140.1	423	364	260	356	79	402	481	461	541	512	449	363	449	563	386	190	318	723	459	504	374	451	80	832	364	413	376
AT2G44150.1	224	198	166	144	22	177	98	106	112	181	145	111	64	89	46	23	26	51	243	286	173	99	26	194	65	64	58
AT2G44160.1	337	332	249	84	7	109	45	47	63	607	187	174	24	45	18	38	23	40	257	258	247	41	10	76	43	32	33
AT2G44175.1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
AT2G44180.1	773	780	596	416	80	428	291	229	298	507	453	374	123	144	123	39	56	146	622	630	572	237	66	462	145	151	160
AT2G44190.1	18	11	11	7	4	13	14	12	13	44	8	14	9	9	5	6	6	17	18	21	17	8	1	6	17	14	4
AT2G44195.1	4	0	0	10	5	22	10	7	8	9	6	13	35	29	22	5	12	13	6	7	6	15	6	14	13	5	9
AT2G44198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G44200.1	331	257	261	398	74	470	515	341	430	396	357	371	433	581	379	113	319	690	423	505	293	578	119	704	526	353	431
AT2G44210.2	125	149	97	47	10	70	28	25	31	294	92	72	27	37	20	5	15	30	125	114	93	51	4	92	24	30	29
AT2G44220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44230.1	0	3	1	0	0	1	0	2	0	71	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0
AT2G44240.1	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
AT2G44260.2	236	264	185	221	39	247	206	181	202	286	236	217	208	285	170	32	113	197	302	332	243	182	51	366	145	144	123
AT2G44270.2	676	673	540	565	130	574	582	412	588	750	778	525	450	493	360	245	315	647	759	772	581	500	141	974	487	410	429
AT2G44280.1	139	87	91	97	23	134	114	83	107	108	97	72	88	126	63	36	30	116	158	185	75	120	35	138	79	92	74
AT2G44290.1	8	52	21	1	1	0	0	1	0	8	0	13	1	1	0	0	0	0	1	2	1	0	1	0	0	1	0
AT2G44300.1	0	1	1	0	0	1	0	0	0	32	0	0	1	0	0	2	0	0	0	1	1	2	0	0	0	0	0
AT2G44304.1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0
AT2G44310.1	1647	2020	1772	3876	649	3354	3794	2911	3725	4717	3834	2753	5089	5596	3872	980	4182	6370	2147	2667	2377	2830	932	7594	4588	3613	3823
AT2G44330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44340.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44350.2	1785	1476	1299	2016	460	2019	2739	2422	3167	2664	2442	2025	2516	2983	2067	2585	3094	6541	2270	2196	1617	2231	515	3850	3490	3149	3042
AT2G44360.1	372	387	349	446	94	449	250	216	292	427	365	275	465	548	352	107	205	292	329	355	296	336	127	732	258	262	248
AT2G44370.1	3	2	9	1	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	2	1	2	0	0	0
AT2G44380.1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G44390.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44400.1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44410.1	948	827	627	1160	224	1127	4167	3457	4625	1550	1645	1270	1972	2462	1702	608	1971	4334	1256	1405	1148	1604	363	3336	3327	2915	3096
AT2G44420.1	178	171	109	113	29	111	39	44	54	228	174	127	97	116	65	14	31	44	240	260	144	113	18	228	42	34	37
AT2G44430.1	246	201	187	218	60	233	314	286	282	262	270	278	218	282	218	48	151	470	279	341	214	245	54	332	254	236	245
AT2G44440.1	196	171	156	116	16	134	74	50	72	223	213	166	100	141	90	20	16	37	247	243	183	116	28	192	45	35	22
AT2G44450.1	1	1	2	1	1	2	2	14	3	21	1	0	1	1	0	2	2	2	1	0	3	1	1	2	5	3	1
AT2G44460.1	3	1	2	9	3	30	0	0	0	12	24	26	389	386	178	1	3	7	26	60	14	75	7	160	1	1	2
AT2G44470.3	3	0	4	0	0	0	1	7	0	2	1	0	1	3	1	0	0	0	3	3	2	2	1	0	1	1	0
AT2G44480.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44490.1	44	94	74	78	9	50	4	3	7	237	54	64	98	134	24	11	0	3	14	17	16	101	20	116	1	4	0
AT2G44500.1	21	24	28	8	2	12	2	18	0	14	5	17	5	5	5	3	0	5	32	20	7	7	1	14	1	7	0
AT2G44510.1	428	416	419	517	107	621	69	57	68	382	352	308	251	326	197	30	40	89	544	554	392	356	117	760	68	68	53
AT2G44520.1	553	399	345	466	95	580	267	234	257	464	427	398	408	591	362	95	170	467	642	695	427	568	104	744	287	261	239
AT2G44525.1	424	403	323	258	53	309	265	217	276	472	409	327	213	257	154	132	187	350	408	465	353	180	61	396	271	217	171
AT2G44530.1	666	540	426	517	114	658	885	679	906	844	776	665	568	793	533	504	696	1494	738	838	600	696	163	1052	887	759	731
AT2G44540.1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
AT2G44550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G44560.1	0	1	0	0	0	0	0	5	4	0	0	0	0	0	0	4	1	7	0	0	0	0	0	0	4	3	4
AT2G44570.1	0	0	0	0	0	1	0	2	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G44578.1	2	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	2	3	1	0	0	0	0	0
AT2G44580.1	73	47	40	1	0	11	0	1	3	27	9	9	0	5	0	0	0	0	35	40	22	1	0	0	1	0	0
AT2G44581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44590.3	8	2	2	4	1	6	5	13	1	2	0	0	5	5	2	0	0	6	4	5	1	4	3	6	2	4	1
AT2G44600.1	16	29	12	12	2	15	11	12	13	24	19	13	24	32	12	0	1	12	26	29	24	19	3	38	7	5	6
AT2G44610.1	1133	1059	899	754	137	745	236	197	242	1091	987	741	459	512	421	120	116	260	1068	1098	857	508	134	1086	213	186	170
AT2G44620.1	832	878	844	698	145	636	218	190	236	811	657	520	529	722	442	97	162	293	906	877	693	569	146	1130	218	211	171
AT2G44630.1	71	65	65	69	13	73	34	21	39	58	65	53	41	40	26	3	2	13	82	107	61	63	13	122	19	21	9
AT2G44640.1	808	688	531	287	58	339	122	107	130	533	358	297	66	110	64	11	15	19	589	609	463	139	30	236	73	44	61
AT2G44650.1	1384	1563	1391	913	184	1012	343	317	363	1117	623	449	404	456	311	142	138	235	1046	1090	901	446	155	1030	266	227	215
AT2G44660.1	334	314	206	131	24	154	72	69	91	231	248	193	203	240	162	8	5	22	326	359	227	115	30	192	24	47	39
AT2G44670.1	329	364	304	177	31	217	25	22	36	332	249	146	59	83	53	6	7	7	293	324	281	74	30	154	19	23	25
AT2G44680.1	560	513	386	548	118	518	362	257	376	614	582	450	501	602	393	80	193	449	579	667	493	496	158	932	318	335	296
AT2G44690.1	3	1	1	5	1	5	0	0	0	10	1	1	0	0	0	1	1	1	3	2	2	4	0	2	1	0	0
AT2G44700.1	41	53	26	60	9	60	194	145	200	84	46	49	63	85	47	13	81	172	47	67	45	54	18	110	160	163	128
AT2G44710.1	888	593	541	873	191	1119	1424	1216	1432	1110	1139	1142	1266	1616	1123	528	962	2029	1157	1339	835	1306	278	1786	1234	1023	1096
AT2G44730.1	383	294	277	376	66	390	813	745	780	547	476	415	448	508	388	209	815	1457	432	550	350	441	95	686	817	800	812
AT2G44735.1	31	18	12	12	3	10	28	28	26	36	48	32	20	17	26	3	18	32	35	37	27	22	7	30	24	28	32
AT2G44740.1	0	0	0	0	1	1	0	1	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT2G44745.1	0	0	0	0	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44750.2	399	290	244	264	61	363	240	183	261	316	298	252	207	272	195	70	116	260	436	515	290	254	70	434	188	179	138
AT2G44760.1	422	412	373	329	62	330	375	327	384	492	383	325	173	232	165	60	168	374	395	502	338	239	67	442	239	242	228
AT2G44770.1	229	202	171	250	43	266	371	293	368	386	317	244	395	454	320	118	192	359	311	343	241	304	65	568	296	299	274
AT2G44790.1	3	2	3	12	1	1	0	0	0	15	0	1	10	6	1	21	0	1	2	0	3	5	0	2	0	0	0
AT2G44800.1	112	94	100	61	16	85	47	40	65	125	85	72	72	78	55	33	56	113	93	135	98	79	23	122	67	63	61
AT2G44810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44820.2	358	297	281	378	83	395	167	170	173	311	297	197	395	446	283	52	113	207	360	445	316	428	101	686	139	145	151
AT2G44830.1	134	94	63	19	6	29	2	4	7	182	70	63	5	3	8	0	5	1	105	110	77	10	2	18	3	3	5
AT2G44840.1	16	16	11	8	0	2	3	0	4	12	4	11	8	3	5	1	0	2	13	49	16	3	1	12	0	1	0
AT2G44850.1	88	90	62	64	17	55	50	43	50	128	91	71	38	61	48	20	29	59	90	108	85	54	14	98	50	51	41
AT2G44860.1	4595	5407	4456	5640	1026	5826	1555	1212	1714	4377	3836	2812	3353	3514	2664	728	1052	1839	4704	5108	4696	3191	1108	7938	1673	1391	1551
AT2G44870.1	874	838	613	1062	218	1140	621	584	671	784	716	563	1010	1245	812	186	401	863	926	933	772	996	286	1718	615	503	536
AT2G44880.1	33	34	13	12	3	17	6	3	8	23	22	31	6	12	5	1	6	9	37	40	25	10	0	18	4	2	6
AT2G44890.1	1	0	0	1	0	1	6	2	5	3	1	3	1	3	2	1	2	4	2	3	2	3	0	2	5	2	1
AT2G44900.1	553	423	344	400	91	426	680	613	794	527	652	591	328	387	308	127	197	555	699	757	482	433	83	636	418	416	414
AT2G44910.1	15	12	13	2	0	4	1	1	1	17	3	4	2	2	1	0	0	2	13	21	9	2	0	2	1	0	0
AT2G44920.2	129	168	128	83	8	114	72	59	80	159	33	44	33	56	38	77	61	186	91	95	87	37	6	82	95	82	72
AT2G44925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44930.1	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44940.1	10	19	19	0	0	1	1	0	0	16	2	1	2	3	1	0	0	0	6	8	6	0	1	0	1	1	0
AT2G44950.1	703	553	466	595	156	720	874	751	941	773	842	693	678	729	561	332	509	1181	915	1059	719	757	155	1400	753	733	781
AT2G44970.1	1131	953	821	1471	313	1420	698	566	732	897	879	823	1428	1648	1240	218	271	754	1277	1324	938	1282	274	2204	572	523	541
AT2G44980.2	372	238	185	330	94	458	867	739	983	508	541	533	590	668	528	335	413	1040	464	550	356	517	103	820	748	705	722
AT2G44990.1	24	13	13	157	23	166	368	398	386	141	141	135	403	586	339	123	312	621	68	71	56	217	52	372	477	470	451
AT2G45000.1	974	569	528	614	153	899	897	652	847	806	779	723	669	821	671	281	456	1089	1110	1233	668	994	141	1212	730	610	657
AT2G45010.1	215	181	168	212	34	214	55	52	57	184	150	134	180	246	151	26	30	101	190	210	173	192	35	282	51	51	44
AT2G45030.1	1441	1137	820	1010	226	1256	496	499	606	1122	1199	1017	579	786	598	214	262	643	1714	1756	1097	993	240	1561	506	505	496
AT2G45040.1	40	40	28	145	29	122	436	317	463	150	137	117	223	342	199	101	366	654	75	76	70	149	36	274	455	503	481
AT2G45050.1	39	49	39	5	1	4	1	0	3	15	5	8	1	0	0	3	0	0	31	31	22	2	1	0	0	2	1
AT2G45060.1	458	513	401	483	78	429	313	273	361	436	415	323	350	376	270	150	168	404	506	518	415	326	114	756	199	189	257
AT2G45070.1	1135	1189	1082	726	126	672	114	95	113	914	616	552	873	1133	670	56	113	228	1003	978	778	624	150	1184	149	104	75
AT2G45080.1	10	4	13	0	0	8	3	0	1	14	7	3	2	0	0	0	0	2	12	7	7	1	1	10	1	1	1
AT2G45100.1	121	74	66	61	16	65	21	25	40	109	81	99	54	51	44	7	7	27	120	162	103	63	17	94	16	24	25
AT2G45110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45120.1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
AT2G45126.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G45135.1	58	50	35	31	9	38	24	15	20	8	2	11	1	8	11	0	2	3	13	16	7	7	0	6	2	1	1
AT2G45140.1	1074	824	706	1244	236	1345	1387	1113	1388	1261	1145	946	1177	1674	1099	691	1072	2099	1230	1250	868	1400	349	2410	1440	1151	1112
AT2G45150.1	653	551	486	662	155	748	516	453	555	777	799	675	416	463	345	128	268	629	898	993	620	599	154	1000	537	472	436
AT2G45160.1	392	312	240	186	33	227	44	32	43	355	246	200	89	110	89	24	55	90	416	480	288	158	35	254	65	62	51
AT2G45161.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT2G45170.1	246	284	239	416	81	442	384	353	405	416	418	310	1144	1174	717	147	293	445	324	381	276	512	153	1108	371	351	352
AT2G45180.1	106	432	98	13	2	18	0	0	0	319	9	24	6	8	1	14	0	4	121	72	73	1	1	4	5	0	0
AT2G45190.1	304	191	173	440	120	515	31	29	36	252	183	170	168	264	191	21	8	48	341	300	231	293	64	404	31	21	26
AT2G45200.2	409	457	368	190	38	196	66	58	81	502	395	316	126	154	94	44	58	183	408	468	364	119	45	238	104	77	73
AT2G45210.1	91	76	72	242	47	227	336	257	356	514	448	342	202	233	159	95	369	681	189	212	187	218	72	448	592	569	492
AT2G45220.1	4	35	10	0	0	0	14	21	10	2	1	2	0	0	0	1	0	1	0	0	1	0	0	0	4	7	4
AT2G45240.1	1233	1027	847	1142	225	1385	773	606	824	1074	950	882	878	1085	756	382	450	859	1366	1399	1009	1019	279	1898	613	550	521
AT2G45250.2	529	442	366	268	52	328	208	152	165	443	385	306	151	189	135	20	71	142	510	555	393	265	69	416	134	117	82
AT2G45260.1	447	372	338	474	104	454	218	160	229	517	447	357	357	501	335	63	184	415	507	517	386	410	99	730	275	234	241
AT2G45270.1	342	316	230	343	58	406	198	153	193	359	303	256	233	292	238	126	161	349	378	471	240	306	65	508	167	209	176
AT2G45280.2	302	313	247	188	23	215	76	67	94	228	230	214	74	84	82	45	61	156	310	324	247	116	34	260	130	97	86
AT2G45290.1	3786	2741	2104	3894	888	4294	12492	10848	13473	5586	6224	5392	3779	4861	3732	1991	4892	11778	4964	5352	3404	4606	958	6908	8826	8246	8296
AT2G45300.1	219	173	156	129	27	107	3	7	4	220	82	110	78	96	24	8	4	7	152	145	119	97	19	126	2	9	6
AT2G45310.1	435	445	368	362	72	312	427	396	409	468	401	311	367	448	310	58	222	409	497	552	416	339	108	690	325	305	318
AT2G45320.1	135	120	101	144	29	157	243	189	248	185	188	153	203	238	155	81	146	336	179	176	146	178	44	308	178	193	177
AT2G45330.1	289	278	190	268	48	304	488	369	521	278	265	203	240	306	190	160	239	473	269	338	249	225	68	506	369	332	335
AT2G45340.1	62	49	29	3	2	14	3	0	1	204	17	13	4	7	6	3	1	4	39	36	44	4	3	4	1	5	0
AT2G45350.1	4	6	3	0	0	1	1	0	3	11	1	1	1	1	0	1	1	2	7	3	3	0	1	0	1	0	0
AT2G45360.1	257	255	189	509	80	471	1383	1139	1348	880	880	627	490	578	369	218	776	1366	426	525	390	433	126	870	1225	1172	1021
AT2G45380.1	910	779	591	724	185	875	1260	1051	1456	1359	1232	954	1188	1288	890	449	628	1192	1035	1339	899	836	255	1876	964	905	879
AT2G45400.1	95	84	70	31	2	27	2	1	3	75	49	23	4	13	9	4	0	8	67	100	43	10	6	28	2	1	3
AT2G45403.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G45406.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45410.1	11	5	8	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	6	2	4	0	0	0	0	0	0
AT2G45412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G45420.1	30	24	25	20	4	15	9	10	16	19	27	24	15	17	21	7	13	14	23	37	17	37	3	44	10	8	14
AT2G45430.1	506	404	356	294	51	275	216	168	200	326	365	291	215	307	208	37	107	237	606	652	386	326	82	452	191	182	146
AT2G45434.1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0
AT2G45440.1	2000	1815	1559	2160	400	2162	1443	1174	1464	1899	1785	1490	1580	2030	1320	276	956	1773	2285	2301	1619	1924	545	3396	1424	1271	1274
AT2G45450.1	18	6	5	3	0	2	0	0	1	41	8	3	4	10	5	5	6	10	10	7	5	6	1	8	3	7	3
AT2G45460.3	454	333	282	328	97	430	421	370	401	555	581	559	226	288	244	75	179	402	610	705	441	355	68	540	329	278	292
AT2G45470.1	713	507	400	383	86	553	99	123	127	1006	387	398	55	94	72	20	37	105	673	689	433	258	42	290	94	102	124
AT2G45480.1	873	909	645	858	170	989	860	614	917	1070	1013	770	356	416	314	382	1057	1749	1003	1081	790	557	148	1080	1138	999	992
AT2G45490.1	29	35	24	19	1	21	11	9	15	46	20	15	32	33	28	8	29	37	21	20	24	24	1	32	17	9	6
AT2G45500.1	252	205	197	349	74	415	695	608	788	361	314	264	552	651	434	366	513	1005	326	392	248	431	112	818	717	663	578
